macd_12_26_previous,wpr14_previous,class
0.0484992841704468,-20.0000000000017,0
0.0846987068671865,-15.384615384614714,0
-0.07438483060266776,-63.63636363636294,0
-0.037168028456505915,-27.272727272725863,0
-0.004310280983958137,-27.272727272725863,0
0.007219187602032663,-36.36363636363706,0
0.002255794306421421,-54.54545454545431,1
0.006299028708184551,-45.45454545454569,0
0.016092245237274483,-45.45454545454569,1
0.02404070627056853,-45.45454545454569,1
0.04285771744895328,-36.36363636363706,0
0.06943013003984788,-27.272727272725863,0
0.07394393191543712,-40.000000000000576,1
0.07814985831404897,-40.000000000000576,0
0.07266457982714769,-57.14285714285889,0
0.06406546134567748,-57.14285714285889,0
0.045882300482332994,-66.66666666666825,1
-0.07842963261808222,-42.857142857141106,1
-0.05937556254858122,-28.57142857142741,0
0.0005869406725196312,-0.0,1
0.06274715405439224,-30.43478260869539,0
0.15582042757469594,-30.000000000000192,0
0.24538621995904464,-23.333333333333908,1
0.4097479303741807,-13.333333333333526,1
0.4436799919469081,-19.999999999999808,0
0.4375541252802577,-30.000000000000192,0
0.4230473103599763,-30.000000000000192,0
-0.2480501683870955,-22.2222222222224,0
0.03650554513575344,-33.333333333333336,1
0.06635131947479067,-23.07692307692375,1
0.07674353461939631,-44.4444444444448,1
0.10421059682659006,-14.285714285717187,0
0.17124704945547364,-9.09090909090862,1
0.21491705052076784,-16.66666666666785,1
0.3659322977125328,-21.052631578947604,0
0.3793532015095025,-21.052631578947604,0
0.3671659246579111,-26.31578947368413,0
0.3402430245924961,-36.84210526315718,0
0.3106636093045836,-41.1764705882349,1
0.2654168359564437,-50.00000000000089,1
0.19395503921435875,-61.53846153846187,1
0.16493463663729813,-61.53846153846187,1
0.13543830961705794,-61.53846153846187,0
0.11386364032782124,-69.99999999999885,0
0.09449580349021858,-59.999999999999424,1
0.060957060129226186,-80.00000000000115,0
0.031672475444622705,-75.00000000000179,0
-0.28207550303474704,-66.66666666666667,1
-0.19376704971193706,-41.66666666666706,0
-0.13532989786270375,-24.999999999998817,0
-0.09331999406211366,-19.999999999998863,0
-0.04870552330271494,-9.999999999999432,1
-0.010536825017112506,-9.999999999999432,0
0.02780711649523937,-9.09090909090862,0
-0.07599369002784329,-33.333333333333336,0
0.00473563387691911,-13.333333333332574,0
0.00473563387691911,-13.333333333332574,1
0.1705511231326966,-7.142857142856707,0
0.1896293242305376,-21.428571428572152,0
0.20410365901540214,-21.428571428572152,1
0.20584891528389448,-28.57142857142886,1
0.21152674575094466,-28.57142857142886,0
0.22721605576617776,-28.57142857142741,1
0.23257107149584044,-27.272727272725863,1
0.23418957531265505,-18.18181818181724,1
0.4247405747289577,-30.76923076923127,1
0.39997542284586973,-50.00000000000055,0
0.3862044937837936,-50.00000000000055,1
0.3424731753056278,-61.538461538461455,1
0.28278152386968713,-50.000000000000604,0
0.25111569541053314,-68.18181818181765,1
