macd_12_26_current,macd_12_26_previous,class
0.3671659246579111,0.3793532015095025,0
0.3402430245924961,0.3671659246579111,0
0.3106636093045836,0.3402430245924961,0
0.2654168359564437,0.3106636093045836,1
0.2165103130335524,0.2654168359564437,1
0.16493463663729813,0.19395503921435875,1
0.13543830961705794,0.16493463663729813,1
0.11386364032782124,0.13543830961705794,0
0.09449580349021858,0.11386364032782124,0
0.060957060129226186,0.09449580349021858,1
0.031672475444622705,0.060957060129226186,0
0.00155164240521799,0.031672475444622705,0
-0.23861531662586802,-0.28207550303474704,1
-0.13532989786270375,-0.19376704971193706,0
-0.09331999406211366,-0.13532989786270375,0
-0.04870552330271494,-0.09331999406211366,0
-0.010536825017112506,-0.04870552330271494,1
0.02780711649523937,-0.010536825017112506,0
0.0540932392585205,0.02780711649523937,0
-0.04817639738146795,-0.07599369002784329,0
0.038522479356231536,0.00473563387691911,0
0.038522479356231536,0.00473563387691911,1
0.1896293242305376,0.1705511231326966,0
0.20410365901540214,0.1896293242305376,0
0.20584891528389448,0.20410365901540214,1
0.21152674575094466,0.20584891528389448,1
0.2269988632152149,0.21152674575094466,0
0.23257107149584044,0.22721605576617776,1
0.23418957531265505,0.23257107149584044,1
0.2500452101110397,0.23418957531265505,1
0.4171703530725495,0.4247405747289577,1
0.3862044937837936,0.39997542284586973,0
0.3424731753056278,0.3862044937837936,1
0.28585439547961755,0.3424731753056278,1
0.25111569541053314,0.28278152386968713,0
0.2188186964293664,0.25111569541053314,1
